file_name,x,y,width,height,label,r_mean,g_mean,b_mean,r_std,g_std,b_std,brightness_mean,brightness_std,gradient_magnitude,aspect_ratio,area_ratio,split
dragon_custom2_e.png,76.0,233.0,4.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.67572021484375e-06,train
ghast_shooting_e.png,48.0,0.0,16.0,16.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.125,train
dragon_custom2_e.png,99.0,22.0,3.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.7220458984375e-06,train
end_crystal_e.png,48.0,0.0,16.0,16.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,7.96875,1.0,0.03125,train
persian_e.png,0.0,0.0,64.0,32.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,2.0,0.65380859375,train
tabby_e.png,2.0,2.0,2.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,2.0,0.0009765625,train
phantom_e.png,23.0,22.0,3.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.000732421875,train
glow_squid_e.png,0.0,0.0,64.0,32.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,1.2488138276121892,2.0,0.84130859375,train
magmacube_e.png,10.0,23.0,1.0,1.0,e,252.0,252.0,0.0,0.0,0.0,0.0,223.272,0.0,22.0,1.0,0.00048828125,train
phantom_e.png,38.0,24.0,13.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.00634765625,train
dragon_custom2_e.png,304.0,152.0,75.0,66.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1363636363636365,0.002666473388671875,train
dragon_custom2_e.png,117.0,100.0,86.0,39.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2051282051282053,0.0015430450439453125,train
ghast_shooting_e.png,6.0,0.0,10.0,16.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.625,0.064453125,train
wither_custom_e.png,42.0,36.0,1.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.103515625e-05,train
guardian_e.png,16.0,0.0,24.0,4.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,6.0,0.012939453125,train
iron_golem_e.png,13.0,6.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,6.103515625e-05,train
dragon_custom2_e.png,7.0,157.0,38.0,4.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.580352783203125e-05,train
fox_e.png,33.0,28.0,2.0,3.0,e,128.0,128.0,128.0,0.0,0.0,0.0,127.99999999999999,0.0,0.0,0.6666666666666666,0.0026041666666666665,train
wolf_collar_e.png,56.0,0.0,3.0,6.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0087890625,train
ocelot_e.png,0.0,24.0,2.0,3.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.6666666666666666,0.0029296875,train
dragon_e.png,48.0,0.0,16.0,10.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0013427734375,train
ocelot_e.png,29.0,3.0,3.0,2.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.5,0.00146484375,train
bee_angry_nectar_e.png,10.0,2.0,5.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8,5.0,0.001220703125,train
phantom_e.png,4.0,0.0,54.0,28.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5496535796766744,1.9285714285714286,0.105712890625,train
stray_e.png,16.0,11.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
end_crystal_e.png,0.0,0.0,16.0,16.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.03125,train
end_crystal_e.png,0.0,32.0,128.0,32.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.8754965243296922,4.0,0.49169921875,train
ocelot_e.png,30.0,6.0,2.0,3.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.6666666666666666,0.00146484375,train
end_crystal_e.png,33.0,17.0,14.0,14.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.020751953125,train
guardian_e.png,9.0,7.0,2.0,2.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.0009765625,train
wolf_collar_e.png,30.0,5.0,2.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.84506251900736,2.0,0.0009765625,train
wolf_angry_e.png,39.0,11.0,3.0,2.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.5,0.001953125,train
wither_custom_e.png,37.0,57.0,8.0,4.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0006103515625,train
wolf_collar_e.png,22.0,0.0,6.0,4.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.076923076923077,1.5,0.00634765625,train
iron_golem_e.png,25.0,15.0,5.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,5.0,0.00030517578125,train
drowned_e.png,0.0,0.0,64.0,48.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,3.7308899478146698,1.3333333333333333,0.378662109375,train
dragon_custom2_e.png,3.0,232.0,5.0,3.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.1444091796875e-05,train
calico_e.png,2.0,2.0,11.0,6.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,7.709677419354839,1.8333333333333333,0.01513671875,train
persian_e.png,44.0,0.0,2.0,2.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.001953125,train
dragon_custom2_e.png,50.0,233.0,4.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.62939453125e-06,train
iron_golem_e.png,25.0,15.0,5.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,5.0,0.00030517578125,train
siamese_e.png,9.0,14.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
jellie_e.png,7.0,7.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
wither_custom_e.png,36.0,60.0,9.0,5.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.00079345703125,train
iron_golem_e.png,26.0,12.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,6.103515625e-05,train
wither_custom_e.png,0.0,0.0,35.0,9.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,0.006103515625,train
end_crystal_e.png,33.0,1.0,14.0,14.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.020751953125,train
wolf_collar_e.png,62.0,7.0,1.0,6.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0029296875,train
jellie_e.png,0.0,0.0,64.0,32.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,2.0,0.673828125,train
dragon_custom2_e.png,0.0,0.0,98.0,39.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5128205128205128,0.001308441162109375,train
iron_golem_e.png,10.0,6.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,6.103515625e-05,train
dragon_custom2_e.png,106.0,161.0,1.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5367431640625e-07,train
guardian_e.png,0.0,0.0,64.0,64.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.463623046875,train
calico_e.png,8.0,21.0,9.0,2.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,4.5,0.005859375,train
dragon_e.png,220.0,53.0,28.0,18.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0032958984375,train
wither_custom_e.png,8.0,55.0,5.0,9.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.00079345703125,train
dragon_custom2_e.png,0.0,183.0,130.0,55.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3636363636363638,0.0016765594482421875,train
jellie_e.png,35.0,6.0,5.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,5.0,0.00244140625,train
dragon_custom2_e.png,54.0,137.0,2.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.814697265625e-06,train
wolf_angry_e.png,44.0,11.0,3.0,8.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.375,0.0068359375,train
end_crystal_e.png,17.0,1.0,14.0,14.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.020751953125,train
wither_custom_e.png,36.0,124.0,10.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0006103515625,train
dragon_custom2_e.png,196.0,33.0,1.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5367431640625e-07,train
dragon_custom2_e.png,316.0,167.0,2.0,5.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.76837158203125e-06,train
end_crystal_e.png,49.0,17.0,14.0,14.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.020751953125,train
dragon_custom2_e.png,191.0,51.0,1.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5367431640625e-07,train
siamese_e.png,30.0,0.0,8.0,5.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.6,0.0087890625,train
dragon_e.png,0.0,89.0,27.0,55.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4909090909090909,0.0044097900390625,train
dragon_e.png,112.0,88.0,128.0,16.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.029296875,train
witch_e.png,0.0,0.0,64.0,128.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.04029796067895958,0.5,0.9996337890625,train
ocelot_e.png,8.0,4.0,7.0,4.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,13.4375,1.75,0.00390625,train
jellie_e.png,40.0,2.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
ocelot_e.png,32.0,0.0,10.0,12.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.8333333333333334,0.03076171875,train
wither_custom_e.png,2.0,70.0,8.0,5.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.00091552734375,train
dragon_custom2_e.png,187.0,51.0,1.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5367431640625e-07,train
dragon_custom2_e.png,306.0,273.0,99.0,54.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0026836395263671875,train
jellie_e.png,0.0,0.0,22.0,8.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,4.177777777777778,2.75,0.0439453125,train
dragon_custom2_e.png,156.0,72.0,2.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9073486328125e-06,train
bee_angry_nectar_e.png,16.0,2.0,8.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3125,8.0,0.001953125,train
ocelot_e.png,15.0,0.0,11.0,18.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.6111111111111112,0.03857421875,train
ocelot_e.png,3.0,26.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
enderman_e.png,13.0,12.0,3.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00146484375,train
iron_golem_e.png,13.0,0.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,6.103515625e-05,train
wither_custom_e.png,47.0,38.0,11.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0010986328125,train
calico_e.png,26.0,0.0,18.0,26.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.6923076923076923,0.09326171875,train
phantom_e.png,4.0,26.0,1.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00048828125,train
siamese_e.png,14.0,10.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
iron_golem_e.png,13.0,0.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,6.103515625e-05,train
wither_custom_e.png,32.0,30.0,1.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.103515625e-05,train
dragon_custom2_e.png,59.0,378.0,4.0,4.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.239776611328125e-05,train
phantom_e.png,4.0,29.0,14.0,7.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00634765625,train
ragdoll_e.png,2.0,2.0,2.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,2.0,0.0009765625,train
dragon_custom2_e.png,0.0,79.0,154.0,78.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9743589743589745,0.003208160400390625,train
wolf_angry_e.png,29.0,0.0,2.0,3.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.6666666666666666,0.001953125,train
phantom_e.png,20.0,35.0,41.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.010009765625,train
wither_custom_e.png,55.0,126.0,9.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.00054931640625,train
dragon_custom2_e.png,379.0,0.0,247.0,234.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0555555555555556,0.0199737548828125,train
dragon_custom2_e.png,18.0,233.0,5.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,8.58306884765625e-06,train
dragon_custom2_e.png,0.0,304.0,98.0,42.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0008440017700195312,train
tabby_e.png,29.0,0.0,9.0,5.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.8,0.01318359375,train
phantom_e.png,12.0,0.0,7.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.001708984375,train
wither_custom_e.png,40.0,7.0,2.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000244140625,train
ghast_shooting_e.png,34.0,2.0,12.0,12.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.064453125,train
dragon_custom2_e.png,7.0,161.0,1.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5367431640625e-07,train
wolf_angry_e.png,43.0,12.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
guardian_e.png,7.0,12.0,2.0,2.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.0009765625,train
wither_custom_e.png,11.0,52.0,1.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.103515625e-05,train
wolf_angry_e.png,13.0,24.0,1.0,2.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.5,0.0009765625,train
wither_custom_e.png,47.0,41.0,11.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.00091552734375,train
wither_custom_e.png,38.0,126.0,9.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.00054931640625,train
persian_e.png,7.0,6.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
dragon_e.png,0.0,89.0,27.0,55.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4909090909090909,0.0044097900390625,train
wolf_collar_e.png,47.0,0.0,6.0,6.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.017578125,train
endermite_e.png,0.0,0.0,64.0,32.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.30791788856304986,2.0,0.9990234375,train
persian_e.png,4.0,0.0,2.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,2.0,0.0009765625,train
dragon_custom2_e.png,203.0,51.0,1.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5367431640625e-07,train
dragon_custom2_e.png,201.0,32.0,1.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.9073486328125e-06,train
iron_golem_e.png,0.0,15.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,6.103515625e-05,train
dragon_custom2_e.png,81.0,233.0,5.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,8.58306884765625e-06,train
ghast_shooting_e.png,0.0,0.0,2.0,2.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.001953125,train
warden_e.png,0.0,45.0,100.0,50.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.144930133587744,2.0,0.1204833984375,train
siamese_e.png,24.0,0.0,2.0,6.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.3333333333333333,0.00537109375,train
iron_golem_e.png,26.0,12.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,6.103515625e-05,train
ragdoll_e.png,0.0,0.0,64.0,32.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.042796005706134094,2.0,0.6845703125,train
wither_custom_e.png,0.0,108.0,24.0,20.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.013427734375,train
british_shorthair_e.png,2.0,2.0,2.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,2.0,0.0009765625,train
jellie_e.png,2.0,2.0,2.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,2.0,0.0009765625,train
dragon_custom2_e.png,67.0,235.0,14.0,3.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,1.52587890625e-05,train
iron_golem_e.png,10.0,0.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,6.103515625e-05,train
calico_e.png,18.0,6.0,9.0,16.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.5625,0.03662109375,train
calico_e.png,46.0,2.0,2.0,4.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.5,0.0029296875,train
dragon_e.png,220.0,53.0,28.0,18.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0032958984375,train
wither_e.png,0.0,0.0,64.0,64.0,e,254.96939782823299,254.96939782823299,254.96939782823299,1.3770977295162883,1.3770977295162883,1.3770977295162883,254.96939782823299,1.3770977295162883,0.9638454782787501,1.0,0.9892578125,train
ocelot_e.png,43.0,8.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
bee_angry_nectar_e.png,22.0,12.0,1.0,5.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.3,0.2,0.001220703125,train
dragon_custom2_e.png,189.0,51.0,1.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5367431640625e-07,train
warden_e.png,0.0,0.0,47.0,42.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.017572509516136,1.119047619047619,0.07830810546875,train
jellie_e.png,42.0,0.0,2.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,2.0,0.0009765625,train
jellie_e.png,3.0,26.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
ocelot_e.png,30.0,0.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
dragon_custom2_e.png,56.0,140.0,2.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9073486328125e-06,train
ocelot_e.png,21.0,15.0,3.0,5.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.6,0.00244140625,train
wither_custom_e.png,0.0,33.0,24.0,12.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.066225165562914,2.0,0.00921630859375,train
bee_angry_e.png,6.0,6.0,19.0,11.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.109491590745219,1.7272727272727273,0.038818359375,train
wither_custom_e.png,9.0,30.0,4.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.000244140625,train
dragon_custom2_e.png,150.0,72.0,2.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9073486328125e-06,train
enderman_e.png,8.0,12.0,3.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00146484375,train
all_black_e.png,0.0,0.0,64.0,32.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.23859465128474042,2.0,0.93115234375,train
wither_invulnerable_e.png,0.0,0.0,64.0,64.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.98681640625,train
vex_charging_e.png,25.0,23.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,42.79310692155922,1.0,0.000244140625,train
wither_custom_e.png,32.0,26.0,4.0,5.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.00048828125,train
iron_golem_e.png,23.0,15.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,6.103515625e-05,train
ocelot_e.png,3.0,21.0,1.0,1.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,1.0,0.00048828125,train
wither_custom_e.png,24.0,22.0,6.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00048828125,train
dragon_custom2_e.png,194.0,32.0,1.0,2.0,e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.9073486328125e-06,train
tabby_e.png,24.0,0.0,3.0,6.0,e,255.0,255.0,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.5,0.00732421875,train
